,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
3526,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3527,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3528,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3529,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3530,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3531,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3532,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3533,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3534,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3535,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3536,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3537,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3538,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3539,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3540,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3541,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3542,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3543,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3544,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3545,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3546,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
3547,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3548,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3549,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3550,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3551,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3552,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3553,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3554,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3555,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3556,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3557,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3558,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3559,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3560,2,70,4,5,96,63,3,45,1,12,26,59,169,Uncertain
3561,0,7,0,0,0,80,21,2,0,0,19,19,81,Trusted
3562,0,7,0,0,0,59,7,2,0,0,15,15,60,Trusted
3563,0,22,0,0,0,52,7,5,0,0,13,13,53,Uncertain
3564,0,22,0,0,0,45,22,5,0,0,11,11,46,Trusted
3565,0,1,0,0,0,23,22,1,0,0,6,6,24,Uncertain
3566,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3567,2,28,0,4,65,94,38,22,6,1,36,57,164,Uncertain
3568,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3569,0,21,0,4,40,78,5,6,14,6,12,32,123,Uncertain
3570,7,26,0,4,40,73,14,21,14,6,11,31,118,Uncertain
3571,0,27,0,0,19,77,6,6,0,14,11,25,97,Uncertain
3572,0,3,0,0,18,72,6,2,0,14,9,23,91,Uncertain
3573,2,17,0,0,18,66,2,14,0,14,7,21,85,Uncertain
3574,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3575,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3576,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3577,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3578,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3579,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3580,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3581,2,23,0,0,9,21,3,12,0,7,9,16,31,Uncertain
3582,0,2,0,0,0,25,23,2,0,0,14,14,26,Trusted
3583,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3584,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3585,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3586,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3587,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3588,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3589,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3590,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3591,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3592,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3593,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3594,2,34,0,0,20,52,17,10,3,7,28,38,73,Uncertain
3595,0,5,0,0,0,15,4,2,0,0,6,6,16,Uncertain
3596,0,5,0,0,0,11,5,2,0,0,5,5,12,Uncertain
3597,0,1,0,0,0,6,5,1,0,0,3,3,7,Uncertain
3598,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3599,0,9,0,0,7,46,28,8,0,3,18,21,54,Uncertain
3600,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3601,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3602,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3603,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3604,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3605,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3606,2,6,0,0,7,12,2,3,0,3,5,8,20,Uncertain
3607,2,15,0,0,6,31,17,5,0,4,21,25,38,Trusted
3608,0,3,0,0,0,18,15,3,0,0,8,8,19,Uncertain
3609,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3610,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3611,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3612,2,62,0,1,29,50,5,33,3,18,22,43,81,Uncertain
3613,2,14,0,0,5,68,57,8,0,3,35,38,74,Uncertain
3614,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3615,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3616,0,0,0,0,0,12,12,0,0,0,6,6,13,Trusted
3617,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3618,2,28,0,0,11,23,3,15,0,9,10,19,35,Uncertain
3619,0,1,0,0,0,29,28,1,0,0,16,16,30,Uncertain
3620,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3621,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3622,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3623,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3624,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3625,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3626,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3627,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3628,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3629,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3630,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3631,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3632,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3633,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3634,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3635,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3636,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3637,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3638,2,21,1,1,15,19,3,10,2,5,11,18,37,Uncertain
3639,0,5,0,1,5,25,17,3,0,2,14,16,32,Uncertain
3640,0,9,0,0,2,8,1,5,0,0,6,6,12,Uncertain
3641,2,3,0,1,4,8,2,2,0,2,5,7,14,Uncertain
3642,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3643,2,35,0,0,13,29,3,20,0,11,14,25,43,Uncertain
3644,0,2,0,0,0,37,35,2,0,0,22,22,38,Trusted
3645,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3646,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3647,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
3648,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3649,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
3650,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3651,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3652,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
3653,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
3654,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3655,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3656,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3657,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3658,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3659,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3660,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3661,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3662,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3663,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3664,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3665,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3666,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3667,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3668,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3669,2,16,0,0,7,25,13,9,0,5,18,23,33,Uncertain
3670,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
3671,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3672,2,12,0,1,6,10,3,6,0,3,6,9,18,Uncertain
3673,2,0,0,0,2,10,10,0,0,0,6,6,13,Uncertain
3674,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3675,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3676,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3677,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3678,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3679,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3680,2,8,1,1,7,11,5,4,1,1,9,11,21,Uncertain
3681,2,7,0,1,4,8,4,3,0,1,5,6,14,Uncertain
3682,2,0,0,0,2,5,5,0,0,0,3,3,8,Uncertain
3683,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3684,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3685,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3686,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3687,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
3688,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3689,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3690,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3691,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3692,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3693,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3694,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3695,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3696,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
3697,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3698,2,0,0,0,2,3,3,0,0,0,2,2,6,Uncertain
3699,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3700,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3701,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3702,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3703,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3704,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3705,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3706,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3707,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3708,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3709,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3710,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3711,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3712,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3713,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3714,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
3715,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3716,2,30,0,0,11,27,3,15,0,9,12,21,39,Uncertain
3717,0,3,0,0,0,33,30,3,0,0,18,18,34,Trusted
3718,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3719,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3720,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3721,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3722,2,0,0,0,2,7,7,0,0,0,7,7,10,Trusted
3723,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3724,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3725,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
3726,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3727,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3728,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3729,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3730,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3731,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3732,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3733,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3734,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3735,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3736,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3737,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3738,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3739,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3740,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
3741,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3742,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3743,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3744,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
3745,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3746,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3747,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3748,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3749,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3750,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3751,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3752,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3753,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3754,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3755,2,7,0,1,6,10,5,4,1,1,8,10,18,Uncertain
3756,2,4,0,0,3,7,4,2,0,1,4,5,11,Uncertain
3757,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
3758,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3759,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3760,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3761,2,0,0,0,2,5,5,0,0,0,5,5,8,Uncertain
3762,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3763,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
3764,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3765,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3766,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3767,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3768,0,0,0,0,0,8,8,0,0,0,8,8,9,Trusted
3769,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3770,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3771,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3772,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3773,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3774,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3775,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3776,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3777,2,0,0,0,2,9,9,0,0,0,9,9,12,Uncertain
3778,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3779,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3780,0,0,0,0,0,14,14,0,0,0,13,13,15,Trusted
3781,2,16,0,0,8,14,3,9,0,5,8,13,23,Uncertain
3782,0,1,0,0,0,17,16,1,0,0,10,10,18,Trusted
3783,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3784,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3785,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3786,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3787,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3788,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3789,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3790,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3791,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3792,2,9,0,0,5,13,7,6,0,3,10,13,19,Trusted
3793,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3794,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3795,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3796,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3797,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3798,2,7,0,1,6,10,5,4,1,1,8,10,18,Uncertain
3799,2,4,0,0,3,7,4,2,0,1,4,5,11,Uncertain
3800,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
3801,2,6,0,0,4,9,5,4,0,2,7,9,14,Uncertain
3802,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3803,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3804,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3805,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3806,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
3807,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3808,2,7,0,1,6,10,5,4,1,1,9,11,18,Uncertain
3809,2,4,0,0,3,7,4,3,0,1,5,6,11,Uncertain
3810,0,0,0,0,0,4,4,0,0,0,3,3,5,Uncertain
3811,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3812,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3813,0,0,0,0,0,22,22,0,0,0,20,20,23,Uncertain
3814,2,2,0,0,3,4,3,2,0,1,3,4,8,Uncertain
3815,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3816,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3817,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3818,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3819,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3820,2,9,0,0,5,11,5,6,0,3,8,11,17,Uncertain
3821,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3822,2,6,0,0,4,9,5,5,0,2,8,10,14,Uncertain
3823,0,0,0,0,0,6,6,0,0,0,5,5,7,Trusted
3824,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3825,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3826,2,9,0,0,5,9,3,6,0,3,6,9,15,Uncertain
3827,0,0,0,0,0,9,9,0,0,0,6,6,10,Trusted
3828,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3829,0,0,0,0,0,10,10,0,0,0,10,10,11,Trusted
3830,2,7,0,1,6,10,5,4,1,1,8,10,18,Uncertain
3831,2,4,0,0,3,7,4,2,0,1,4,5,11,Uncertain
3832,0,0,0,0,0,4,4,0,0,0,2,2,5,Trusted
3833,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3834,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3835,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3836,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3837,2,17,1,1,29,26,3,12,4,1,15,25,58,Uncertain
3838,2,24,0,1,17,34,4,14,5,4,13,22,53,Uncertain
3839,2,26,0,0,7,39,17,9,0,5,14,19,47,Trusted
3840,0,1,0,0,0,27,26,1,0,0,10,10,28,Trusted
3841,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3842,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3843,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3844,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3845,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3846,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3847,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3848,2,12,0,1,6,10,3,7,0,3,7,10,18,Uncertain
3849,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
3850,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3851,2,12,0,1,6,10,3,7,0,3,7,10,18,Uncertain
3852,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
3853,2,47,2,9,101,50,3,26,1,2,26,49,169,Uncertain
3854,0,7,0,0,15,102,7,2,0,9,21,30,118,Uncertain
3855,0,7,0,0,15,95,7,2,0,9,19,28,111,Uncertain
3856,0,7,0,0,15,88,7,2,0,9,17,26,104,Uncertain
3857,0,7,0,0,15,81,7,2,0,9,15,24,97,Uncertain
3858,0,7,0,0,15,74,7,2,0,9,13,22,90,Trusted
3859,0,7,0,0,15,67,7,2,0,9,11,20,83,Uncertain
3860,0,4,0,0,15,60,7,2,0,9,9,18,76,Uncertain
3861,2,33,0,0,15,53,2,9,0,9,7,16,69,Uncertain
3862,0,14,0,0,0,64,25,3,0,0,14,14,65,Trusted
3863,0,8,0,0,0,39,14,2,0,0,10,10,40,Trusted
3864,2,28,6,3,82,72,7,21,2,1,25,46,164,Trusted
3865,0,8,0,0,0,25,8,2,0,0,7,7,26,Trusted
3866,0,8,0,0,0,17,8,2,0,0,5,5,18,Trusted
3867,0,1,0,0,0,9,8,1,0,0,3,3,10,Trusted
3868,0,0,0,0,0,1,1,0,0,0,1,1,2,Uncertain
3869,0,8,3,6,58,87,5,3,9,2,21,41,155,Uncertain
3870,4,32,3,6,58,82,5,21,9,2,20,40,150,Uncertain
3871,0,10,0,5,39,96,6,3,9,9,19,37,141,Uncertain
3872,4,35,0,5,39,90,6,19,9,9,17,35,135,Uncertain
3873,0,7,0,0,15,109,7,2,0,9,23,32,125,Uncertain
3874,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3875,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3876,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3877,2,12,0,1,6,10,3,7,0,3,7,10,18,Uncertain
3878,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
3879,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3880,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3881,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3882,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3883,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3884,2,9,0,1,5,10,5,5,0,2,8,10,17,Uncertain
3885,2,0,0,0,2,7,7,0,0,0,5,5,10,Trusted
3886,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3887,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3888,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3889,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3890,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3891,2,12,0,1,6,10,3,7,0,3,7,10,18,Uncertain
3892,2,0,0,0,2,10,10,0,0,0,7,7,13,Trusted
3893,2,8,0,0,5,10,5,5,0,3,7,10,16,Uncertain
3894,0,0,0,0,0,8,8,0,0,0,5,5,9,Trusted
3895,0,0,0,0,0,2,2,0,0,0,2,2,3,Uncertain
3896,2,3,0,0,3,5,3,2,0,1,4,5,9,Uncertain
3897,0,0,0,0,0,3,3,0,0,0,2,2,4,Trusted
3898,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
3899,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3900,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3901,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3902,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3903,0,0,0,0,0,4,4,0,0,0,4,4,5,Trusted
3904,0,0,0,0,0,6,6,0,0,0,6,6,7,Trusted
3905,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3906,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3907,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3908,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3909,4,0,0,0,4,6,6,0,0,0,4,4,11,Uncertain
3910,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
3911,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
3912,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3913,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3914,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3915,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3916,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3917,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3918,0,0,0,0,0,2,2,0,0,0,2,2,3,Trusted
3919,2,0,0,0,2,3,3,0,0,0,3,3,6,Uncertain
3920,2,6,0,1,4,8,5,3,0,1,7,8,14,Uncertain
3921,2,0,0,0,2,4,4,0,0,0,3,3,7,Uncertain
3922,2,6,0,0,4,7,3,4,0,2,5,7,12,Uncertain
3923,0,0,0,0,0,6,6,0,0,0,4,4,7,Trusted
