,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
373,5,7,2,15,6,4,9,0,2,0,0,4,2,0,0,1,0,1,2,2,0,3,7,1,2,4,1,1,0,2,3,1,3,3,1,2,1,2,3,Mystic
374,8,9,4,22,6,8,14,2,2,2,2,2,2,2,1,1,0,2,3,4,2,6,10,3,1,3,3,0,4,4,1,4,4,2,6,3,1,2,5,Instinct
375,10,7,2,20,4,2,16,0,2,0,0,2,2,0,0,1,0,0,4,2,2,6,14,0,1,2,1,0,0,2,3,1,4,2,1,5,2,0,5,Instinct
376,13,10,6,30,6,8,18,2,2,2,0,2,0,2,0,0,1,4,3,4,4,10,16,0,2,5,2,2,2,6,2,3,3,1,6,6,3,2,7,Mystic
377,5,7,2,15,2,4,9,0,0,0,4,0,2,0,1,1,0,0,1,0,0,3,7,1,0,1,2,0,2,2,0,3,2,1,2,2,0,2,3,Instinct
378,6,5,0,12,2,4,10,0,0,2,0,0,2,0,0,0,0,0,2,2,0,4,8,0,3,2,1,0,0,0,1,2,3,1,1,4,0,1,2,Valor
379,7,7,2,17,4,10,10,0,0,4,2,2,2,0,0,1,0,2,4,4,0,3,11,1,3,2,6,1,0,2,2,4,3,1,4,3,2,2,4,Mystic
380,14,7,3,25,4,10,22,2,0,2,2,2,6,0,1,1,0,0,8,6,4,8,20,2,2,1,6,2,0,3,1,5,5,1,3,8,2,4,6,Mystic
381,8,6,2,17,6,4,11,0,0,0,2,0,2,0,1,0,1,0,3,0,0,4,12,1,1,5,1,1,1,2,2,1,2,1,2,4,2,2,4,Instinct
382,10,6,0,17,0,10,16,0,0,4,0,0,2,0,0,0,0,4,2,4,0,5,15,0,4,0,6,0,0,0,0,5,5,0,3,5,0,2,5,Valor
383,11,4,0,16,0,6,18,2,0,0,2,0,2,2,0,1,0,0,4,4,2,6,16,0,1,0,5,0,0,0,0,2,6,0,1,5,0,2,6,Valor
384,7,10,5,23,6,10,11,0,0,0,0,2,2,2,0,1,0,4,4,8,0,6,8,3,1,2,5,1,3,5,3,6,3,1,6,3,3,3,4,Instinct
385,9,9,5,24,8,6,12,0,0,0,2,2,0,2,0,1,1,2,0,2,2,6,12,3,0,3,3,1,2,5,4,2,1,3,3,4,3,3,5,Mystic
386,8,6,1,16,4,8,10,0,0,2,2,0,0,0,1,0,0,2,0,4,0,4,12,2,2,2,5,1,0,1,0,3,1,1,2,4,1,3,4,Instinct
387,7,3,0,11,4,2,10,0,0,0,0,2,0,0,0,1,0,2,2,2,0,3,11,3,1,1,1,0,0,0,2,1,1,1,0,5,1,1,2,Valor
388,9,7,2,19,8,4,15,2,2,0,2,4,2,0,0,1,1,0,1,0,4,4,14,2,0,4,4,0,0,2,4,1,3,5,0,4,1,2,5,Mystic
389,12,9,4,26,2,8,21,0,0,2,4,0,0,2,1,1,0,1,6,2,6,8,16,2,1,0,5,1,1,4,0,2,6,1,2,6,0,4,6,Mystic
390,10,7,2,20,6,6,18,0,2,0,6,4,4,0,0,1,0,0,2,0,4,6,14,3,1,1,5,0,0,2,4,2,7,4,2,5,1,1,5,Mystic
391,14,12,7,34,6,8,19,2,0,0,0,2,2,2,1,1,1,2,7,8,0,10,18,0,2,3,2,2,2,7,4,4,2,3,5,8,3,3,6,Instinct
392,7,7,2,17,4,8,12,2,2,2,2,0,4,0,1,1,2,0,2,2,2,3,11,3,2,1,4,0,2,2,1,3,2,2,3,3,0,3,4,Instinct
393,6,5,0,12,2,6,11,0,0,2,2,2,4,0,0,0,0,0,2,0,0,4,8,1,3,1,3,0,0,0,1,3,4,0,1,4,1,2,2,Valor
394,6,5,0,12,8,2,11,0,4,0,0,4,2,0,0,0,0,0,2,0,0,4,8,2,2,6,0,0,0,0,4,1,4,1,1,4,3,0,2,Instinct
395,9,6,0,16,4,8,11,0,0,2,0,0,2,0,0,0,0,2,2,2,0,4,14,2,3,2,5,0,0,0,1,4,1,2,1,4,0,3,5,Valor
396,8,7,3,19,8,6,15,2,2,0,4,4,4,0,0,1,0,0,2,2,4,3,13,3,1,3,4,1,0,3,3,3,3,4,3,3,2,1,5,Mystic
397,6,6,2,15,4,6,12,0,4,0,4,4,4,0,0,0,1,1,1,0,0,4,8,0,1,4,3,2,0,2,2,3,4,1,2,3,1,3,3,Mystic
398,8,4,0,13,2,4,13,2,0,0,2,0,4,2,0,1,0,0,2,2,2,6,10,0,3,2,1,0,0,0,0,2,4,1,1,4,0,1,4,Mystic
399,5,3,0,9,0,2,8,2,0,0,0,0,0,0,0,1,0,0,2,2,2,3,7,0,1,0,1,0,0,0,0,1,2,0,0,4,0,1,1,Valor
400,7,3,0,11,2,2,11,2,2,0,0,0,2,0,0,1,0,0,2,2,0,3,11,1,2,1,0,0,0,0,0,1,3,0,1,5,1,0,2,Valor
401,9,8,4,22,8,6,14,0,4,0,0,4,0,0,0,1,0,3,2,4,2,6,12,2,1,5,2,1,2,4,3,5,4,3,4,4,2,2,5,Instinct
402,11,7,3,22,10,2,17,0,4,0,0,2,0,0,0,1,0,0,6,2,6,6,16,3,0,5,1,1,0,3,3,1,5,4,1,6,3,1,5,Mystic
403,11,7,2,21,8,4,17,0,4,0,2,6,0,0,1,1,1,0,1,2,0,6,16,4,1,3,2,0,1,2,3,0,4,2,3,6,3,0,5,Instinct
404,11,10,5,27,8,8,19,2,0,2,4,4,6,2,2,0,1,0,7,2,2,8,14,3,1,5,3,2,2,5,2,4,5,4,3,6,0,5,5,Mystic
405,11,7,2,21,0,12,18,0,0,2,6,0,6,0,0,1,0,1,4,4,4,6,16,0,4,0,6,2,0,2,0,7,5,0,5,6,0,3,5,Mystic
406,12,7,0,20,6,6,19,2,0,0,4,4,4,0,0,1,0,0,4,2,0,6,18,2,2,4,4,0,0,0,3,3,6,2,1,7,1,2,5,Valor
407,12,5,0,18,6,2,15,0,0,0,2,0,2,0,0,0,0,0,2,0,0,9,15,1,0,5,2,0,0,0,3,1,2,1,0,7,2,1,5,Valor
408,11,8,4,24,6,6,17,2,4,2,0,2,2,0,0,1,0,1,4,4,4,6,16,1,2,3,3,0,1,4,3,2,4,1,2,6,4,2,5,Mystic
409,4,5,0,10,2,4,8,0,2,0,2,2,2,0,0,0,0,0,0,0,0,3,5,0,3,2,1,0,0,0,1,2,3,1,1,4,0,1,0,Valor
410,7,7,3,18,6,8,12,2,0,0,2,2,4,0,0,1,1,2,3,6,2,3,11,3,3,3,2,0,3,3,3,4,2,1,5,3,2,2,4,Instinct
411,12,4,0,17,2,6,18,0,0,2,0,0,4,2,0,1,0,0,8,2,4,7,17,1,2,1,4,0,0,0,1,3,4,0,2,6,1,1,6,Mystic
412,8,10,6,25,2,8,16,0,2,2,0,0,4,2,0,1,0,1,2,4,4,6,10,1,2,0,4,2,0,6,0,3,4,1,4,4,1,2,4,Mystic
413,7,7,2,17,6,4,11,2,2,0,2,0,2,0,0,1,0,0,0,0,4,3,11,3,0,3,2,0,2,2,1,2,3,2,2,3,1,2,4,Instinct
414,5,4,0,10,4,4,10,0,2,0,2,2,2,2,0,1,0,0,0,0,0,3,7,2,2,2,2,0,0,0,2,1,4,0,2,4,2,0,1,Valor
415,8,7,2,18,6,2,14,0,4,0,0,2,0,0,0,1,1,0,3,0,6,3,13,0,0,6,1,1,0,2,2,1,4,1,1,3,2,1,5,Mystic
416,5,5,0,11,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,2,0,0,0,0,1,0,4,1,0,4,0,0,1,Valor
417,11,8,4,24,2,12,18,0,0,4,2,2,6,0,1,1,1,1,8,4,2,6,16,2,2,0,6,1,3,4,1,7,4,1,4,6,0,6,5,Instinct
418,8,11,6,26,6,8,10,0,0,0,0,2,0,2,0,0,1,7,3,8,0,5,11,1,3,2,2,2,1,6,3,4,1,2,3,5,4,4,3,Instinct
419,7,8,0,16,6,6,11,2,0,2,2,2,0,0,0,1,0,0,4,0,0,3,11,2,2,4,4,0,0,0,3,2,3,1,2,2,2,1,5,Valor
420,7,4,0,12,2,2,12,0,2,0,0,0,2,2,0,1,0,0,2,0,0,4,10,1,0,1,2,0,0,0,0,1,4,0,1,4,1,0,3,Mystic
421,10,9,4,24,6,8,16,0,0,0,2,2,4,2,0,1,0,1,6,6,0,6,14,0,2,4,5,1,0,4,5,3,5,2,4,5,3,1,5,Mystic
422,6,4,0,11,6,2,11,0,0,0,2,4,0,2,0,1,0,0,2,0,2,3,9,2,2,4,0,0,0,0,3,1,3,1,1,4,2,0,2,Instinct
423,7,10,5,23,10,2,13,0,4,0,0,4,0,2,0,1,0,1,0,0,2,6,8,2,0,4,1,0,1,5,5,1,5,5,1,3,4,1,4,Instinct
424,9,4,0,14,2,4,12,0,2,2,0,0,0,2,0,1,0,0,0,0,4,6,12,0,3,2,1,0,0,0,0,1,2,0,1,4,1,1,5,Instinct
425,8,7,2,18,4,4,14,0,2,0,0,0,4,0,0,1,0,0,4,4,2,3,13,1,2,3,2,0,0,2,0,2,3,1,2,3,1,0,5,Mystic
426,7,5,0,13,8,2,12,0,4,0,0,6,2,0,0,0,0,0,4,0,0,6,8,3,1,5,1,0,0,0,4,1,4,2,0,4,2,1,3,Valor
427,8,5,1,15,4,2,10,0,0,0,0,0,0,0,0,0,0,2,0,2,2,6,10,0,1,4,0,1,0,1,1,1,0,1,2,4,1,0,4,Instinct
428,6,7,0,14,6,4,11,0,4,2,0,4,0,0,0,1,0,0,2,0,2,3,9,3,0,3,4,0,0,0,3,2,4,1,1,2,2,1,4,Valor
429,7,12,7,27,6,10,13,2,0,4,0,4,2,2,1,1,0,1,4,6,0,3,11,1,4,4,2,3,1,7,2,4,1,0,4,5,4,5,2,Mystic
430,8,7,0,16,4,4,14,0,2,0,2,2,2,0,1,1,0,0,0,0,2,3,13,3,0,1,4,0,0,0,2,1,5,1,1,3,1,1,5,Valor
431,6,6,1,14,8,4,10,2,4,0,0,2,2,0,0,0,0,0,0,2,0,4,8,3,2,5,1,0,1,1,3,2,3,2,1,3,2,2,3,Instinct
432,8,5,0,14,2,6,12,0,0,2,2,2,2,0,0,0,0,0,2,2,0,6,10,2,1,0,5,0,0,0,1,3,3,1,1,4,0,2,4,Valor
433,5,8,0,14,4,8,8,2,0,0,2,0,2,0,0,1,0,0,0,2,0,3,7,3,1,1,7,0,0,0,2,3,2,2,2,1,0,2,4,Valor
434,10,8,3,22,8,2,16,2,4,0,2,2,0,0,0,1,0,1,4,0,4,6,14,3,0,3,1,0,1,3,4,1,5,4,1,5,2,1,5,Instinct
435,8,7,3,19,4,8,13,2,2,0,2,0,4,0,0,1,2,0,3,4,2,3,13,3,1,0,5,1,1,3,2,4,3,3,3,3,0,3,5,Mystic
436,8,7,0,16,2,10,9,2,0,4,0,0,0,0,0,1,0,2,0,4,0,3,13,2,4,0,6,0,0,0,1,4,0,1,2,3,0,3,5,Valor
437,7,3,0,11,4,2,11,0,0,0,2,4,0,0,0,1,0,0,4,0,0,3,11,2,2,2,0,0,0,0,2,1,3,0,1,5,2,0,2,Instinct
438,8,6,2,17,2,2,12,2,0,0,0,0,2,0,0,0,0,0,3,0,0,4,12,2,1,0,0,1,0,2,0,1,2,1,2,4,0,0,4,Mystic
439,6,8,3,18,2,10,11,0,0,0,2,0,2,0,1,1,0,2,3,8,0,3,9,2,3,0,4,1,2,3,1,4,3,1,5,2,0,3,4,Instinct
440,6,6,1,14,0,8,11,0,0,2,0,0,6,0,1,0,0,0,3,2,0,4,8,0,0,0,7,1,0,1,0,4,3,0,1,3,0,4,3,Mystic
441,8,5,0,14,6,2,14,0,2,0,0,6,0,0,0,0,0,0,4,2,0,6,10,1,0,5,2,0,0,0,3,1,4,1,0,4,2,1,4,Mystic
442,7,6,2,16,4,6,14,0,2,0,6,2,2,0,0,0,0,1,0,0,4,4,10,3,1,1,3,1,1,2,1,3,5,1,3,3,1,2,4,Instinct
443,8,10,0,19,6,8,11,2,2,2,0,0,2,2,1,0,0,0,2,2,0,6,10,2,2,4,6,0,0,0,3,3,2,2,3,4,1,1,4,Valor
444,15,8,3,27,6,10,26,2,2,0,6,4,6,0,1,1,0,0,8,4,8,10,20,2,2,3,6,1,1,3,2,4,8,4,3,7,0,4,8,Mystic
445,7,8,3,19,8,8,13,0,2,0,2,4,4,0,0,1,0,0,3,4,0,3,11,2,2,4,5,1,0,3,4,3,4,3,5,2,3,0,5,Mystic
446,10,8,0,19,8,6,15,0,0,0,2,4,2,0,0,1,0,0,4,0,0,6,14,1,5,7,1,0,0,0,4,3,3,2,2,5,2,1,5,Valor
447,7,2,0,10,0,4,12,2,0,0,4,0,2,2,0,0,0,0,0,0,2,4,10,0,3,0,1,0,0,0,0,1,4,0,1,5,0,1,2,Mystic
448,4,6,1,12,2,4,8,0,0,0,2,2,2,0,1,0,0,0,1,0,0,1,7,1,2,1,1,1,0,1,1,2,2,0,1,3,1,2,1,Instinct
449,12,9,5,27,6,10,20,0,4,0,4,0,6,2,0,1,0,2,2,4,6,8,16,1,1,4,5,1,3,5,1,4,6,2,5,6,2,4,6,Mystic
450,6,4,0,11,2,6,9,2,0,2,0,2,0,2,0,1,0,2,2,4,0,6,6,0,1,2,5,0,0,0,1,3,2,1,2,3,0,1,3,Valor
451,9,11,6,27,8,10,14,2,2,4,4,2,2,2,0,1,0,1,5,2,4,6,12,2,3,4,3,2,2,6,2,5,5,3,5,6,3,4,3,Mystic
452,8,11,0,20,0,14,14,0,0,6,4,0,6,2,0,1,0,0,2,2,0,6,10,0,5,0,9,0,0,0,0,6,5,0,4,5,0,3,3,Valor
453,6,6,1,14,6,6,10,2,2,0,2,4,2,2,0,1,0,0,1,2,0,5,7,0,2,5,4,0,0,1,3,2,2,2,1,3,2,2,3,Mystic
454,5,9,0,15,4,14,9,2,2,8,4,2,4,2,0,1,0,0,0,2,0,3,7,1,5,3,9,0,0,0,1,7,3,2,3,2,0,4,3,Valor
455,7,11,0,19,10,8,11,0,2,0,4,4,2,2,1,1,0,0,0,0,0,6,8,2,1,8,7,0,0,0,4,3,3,2,4,4,3,0,3,Valor
456,4,6,2,13,6,4,8,0,4,0,0,4,2,2,0,1,0,1,1,2,0,4,4,1,0,3,4,0,0,2,3,1,2,4,0,2,1,2,2,Mystic
457,6,4,0,11,4,4,11,0,2,0,2,2,2,2,0,1,0,0,2,0,2,6,6,1,0,3,4,0,0,0,2,2,3,2,1,3,0,1,3,Mystic
458,10,9,4,24,6,12,16,2,2,0,4,2,4,2,0,1,0,4,2,6,2,6,14,2,2,4,6,1,3,4,2,6,5,2,4,6,1,6,4,Instinct
459,9,8,3,21,6,6,16,0,2,0,2,2,4,2,2,1,0,0,3,0,4,6,12,3,1,3,3,1,1,3,1,2,5,2,1,6,1,4,3,Mystic
460,7,3,0,11,2,0,11,0,0,0,0,2,0,2,0,1,0,0,4,0,2,7,7,0,0,2,0,0,0,0,1,0,2,1,0,4,0,0,3,Valor
461,6,8,0,15,0,12,10,0,0,6,2,0,6,2,0,1,0,0,2,2,0,5,7,0,4,0,8,0,0,0,0,6,3,0,3,3,0,3,3,Valor
462,12,5,0,18,2,8,19,0,0,4,0,2,2,2,0,1,0,0,8,2,6,9,15,0,3,2,5,0,0,0,1,3,5,0,3,6,1,1,6,Valor
463,8,7,2,18,6,6,12,2,0,0,2,4,0,2,0,1,0,2,3,4,0,6,10,2,2,3,3,0,1,2,2,4,2,2,1,5,2,3,3,Mystic
464,7,3,0,11,2,4,12,2,2,2,2,0,2,2,0,1,0,0,2,0,4,7,7,0,0,2,4,0,0,0,0,2,4,0,2,4,1,0,3,Mystic
465,4,6,1,12,2,4,7,0,0,2,0,2,0,2,1,1,0,0,1,0,0,4,4,1,1,1,2,0,1,1,1,2,1,0,2,2,1,1,2,Instinct
466,6,10,5,22,4,10,11,0,0,2,2,0,4,2,0,1,1,0,3,4,0,5,7,3,1,1,6,1,2,5,0,6,1,2,4,3,0,4,3,Mystic
467,16,10,5,32,8,2,23,2,2,0,0,6,2,2,0,1,0,0,9,2,0,10,22,1,1,4,0,1,0,5,5,1,5,3,1,8,4,1,8,Mystic
468,8,7,3,19,4,4,14,0,2,0,2,2,4,2,1,1,1,0,4,0,2,6,10,2,0,1,2,0,2,3,3,2,4,1,2,5,2,2,3,Instinct
469,8,6,0,15,2,10,12,2,2,0,4,0,4,2,0,1,1,2,0,6,2,6,10,2,1,0,9,0,0,0,0,3,3,0,2,5,1,3,3,Valor
470,5,5,0,11,6,2,9,0,4,0,0,2,2,2,0,1,0,0,2,0,0,4,6,1,2,5,0,0,0,0,2,1,3,2,1,2,1,0,3,Valor
471,6,7,2,16,2,4,11,0,2,0,0,2,2,2,0,1,1,0,3,2,0,5,7,0,0,1,3,0,1,2,1,2,3,1,2,3,1,1,3,Instinct
472,8,7,2,18,4,4,12,0,0,0,0,2,0,2,0,1,0,0,3,4,0,6,10,1,2,2,1,1,0,2,2,2,2,2,2,5,1,1,3,Instinct
473,5,3,0,9,4,2,9,0,2,0,0,2,2,2,0,1,0,0,2,2,0,4,6,2,1,2,1,0,0,0,1,1,3,2,1,2,0,0,3,Instinct
474,7,5,0,13,0,8,10,2,0,4,2,0,2,2,1,1,0,0,0,2,0,7,7,0,3,0,5,0,0,0,0,3,2,0,2,4,0,2,3,Valor
475,7,8,0,16,6,10,13,0,4,2,4,2,6,2,0,1,0,0,2,0,0,6,8,0,3,6,7,0,0,0,3,5,5,1,2,4,2,3,3,Valor
476,12,4,0,17,0,4,16,2,0,2,0,0,2,2,0,1,0,0,6,2,2,9,15,0,1,0,3,0,0,0,0,2,3,0,1,6,0,1,6,Valor
477,5,6,1,13,8,2,10,0,4,0,0,2,2,2,0,1,0,0,0,0,2,4,6,1,0,7,1,1,0,1,3,1,3,2,2,2,2,0,3,Instinct
478,5,5,1,12,2,4,9,0,0,2,0,0,0,2,0,1,0,0,0,0,2,4,6,0,0,2,3,0,1,1,0,3,2,0,3,2,1,0,3,Instinct
479,3,6,0,10,8,0,6,0,0,0,0,4,0,2,0,1,0,0,0,0,0,4,2,2,0,6,0,0,0,0,4,0,1,3,0,1,1,0,2,Valor
480,5,5,0,11,6,4,10,0,2,0,4,4,4,0,0,0,0,0,0,0,0,3,7,1,3,5,1,0,0,0,3,2,3,1,1,4,2,1,1,Mystic
481,8,11,0,20,4,10,13,0,2,4,2,0,2,2,0,0,0,0,2,2,2,5,11,0,4,4,6,0,0,0,2,4,4,0,2,5,2,3,3,Valor
482,8,8,0,17,8,4,12,0,2,0,2,2,2,0,0,1,0,0,0,0,0,4,12,3,2,5,2,0,0,0,3,2,3,2,1,3,2,1,5,Valor
483,8,11,6,26,10,10,13,2,2,2,0,2,2,0,0,1,0,2,4,6,4,4,12,1,2,8,3,2,3,6,2,6,4,4,4,4,2,6,4,Instinct
484,5,4,0,10,4,2,9,0,2,0,2,2,0,2,0,1,0,0,0,0,0,3,7,2,0,2,2,0,0,0,1,0,3,0,1,4,2,0,1,Mystic
485,7,5,0,13,4,4,12,0,2,0,2,2,2,0,0,0,0,0,2,2,0,6,8,0,2,4,2,0,0,0,2,2,3,1,0,4,1,2,3,Valor
486,11,9,0,21,2,8,16,0,0,2,0,0,2,2,0,1,0,2,4,2,2,6,16,1,3,1,5,0,0,0,1,4,4,1,2,5,0,2,6,Valor
487,9,9,5,24,10,4,14,0,0,0,2,4,0,2,0,1,0,0,4,0,0,7,11,2,2,5,0,1,1,5,4,3,2,3,3,5,5,1,4,Instinct
488,10,8,0,19,4,6,15,0,0,0,2,0,0,0,0,1,0,0,4,0,0,6,14,1,3,3,3,0,0,0,1,2,4,1,2,5,1,1,5,Valor
489,5,4,0,10,2,4,9,2,2,0,2,0,2,2,0,1,0,0,0,0,0,3,7,2,1,0,3,0,0,0,1,1,3,1,1,4,0,1,1,Instinct
490,11,6,1,19,6,4,16,0,0,0,2,2,2,0,0,1,0,0,6,0,2,6,16,4,2,2,1,1,0,1,2,3,4,2,2,6,1,1,5,Instinct
491,6,10,0,17,4,14,11,0,0,8,4,2,6,2,0,1,0,0,2,0,0,4,8,1,4,3,10,0,0,0,1,7,4,0,5,2,2,2,4,Valor
492,7,2,0,10,2,0,11,0,0,0,0,0,0,2,0,0,0,0,4,0,2,4,10,2,0,0,0,0,0,0,0,0,3,1,0,5,0,0,2,Mystic
493,12,9,4,26,8,8,18,0,4,0,2,2,2,0,1,1,0,0,3,6,4,9,15,3,1,4,5,1,1,4,1,4,4,2,2,7,3,4,5,Mystic
494,7,6,1,15,4,4,14,0,2,0,4,2,0,0,0,1,0,0,0,0,2,3,11,3,2,1,2,0,0,1,1,1,6,2,1,3,0,1,4,Mystic
495,6,4,0,11,2,4,11,2,0,2,0,2,0,2,0,1,0,0,0,0,2,3,9,0,3,2,1,0,0,0,1,2,3,1,1,4,0,1,2,Instinct
496,9,12,0,22,12,8,14,0,2,2,4,2,4,2,0,1,0,0,2,0,0,5,13,4,5,8,3,0,0,0,4,4,4,1,3,6,5,1,3,Valor
497,10,5,0,16,0,8,15,0,0,4,0,0,2,0,0,0,0,0,6,4,0,6,14,0,2,0,6,0,0,0,0,3,4,0,2,5,0,2,5,Mystic
498,11,10,0,22,10,6,19,2,4,0,2,6,4,2,0,0,0,0,4,0,2,8,14,2,3,8,3,0,0,0,5,3,6,3,3,6,2,0,5,Valor
499,5,6,1,13,6,6,9,0,2,2,2,4,0,0,0,1,0,1,2,0,0,2,8,3,4,3,1,0,1,1,3,3,3,2,2,2,1,2,3,Instinct
500,11,5,0,17,2,4,17,0,0,0,0,2,4,0,0,0,0,0,6,0,2,7,15,0,1,2,3,0,0,0,1,2,4,0,0,6,1,2,5,Valor
501,8,8,3,20,12,2,12,2,2,0,0,2,0,2,0,1,0,1,4,2,4,5,11,6,0,4,1,0,1,3,5,1,3,5,0,5,3,2,3,Instinct
502,9,5,0,15,4,6,14,0,2,2,2,2,2,0,0,0,0,0,4,2,2,6,12,1,2,3,4,0,0,0,1,3,4,0,2,5,2,1,4,Instinct
503,4,3,0,8,4,0,8,0,2,0,0,4,0,0,0,1,0,0,0,0,0,3,5,3,0,1,0,0,0,0,2,0,2,1,0,3,1,0,1,Mystic
504,5,4,0,10,2,4,9,0,0,0,2,0,4,2,0,1,0,0,2,2,0,3,7,0,3,2,1,0,0,0,0,2,3,1,1,4,0,1,1,Instinct
505,6,7,2,16,8,4,10,0,2,0,0,0,4,2,0,1,0,0,3,2,0,3,9,3,1,4,3,0,0,2,4,2,2,4,2,1,1,0,5,Mystic
506,10,7,3,21,4,10,16,0,2,0,2,0,8,2,1,0,0,1,5,6,2,7,13,2,3,2,4,2,1,3,0,5,4,2,4,5,0,4,5,Instinct
