,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
3772,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3773,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3774,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3775,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3776,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3777,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3778,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3779,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3780,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3781,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3782,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3783,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3784,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3785,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3786,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3787,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3788,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3789,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3790,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3791,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3792,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3793,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3794,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3795,2,7,0,1,1,7,7,1,3,4,0,1,1,7,9,18,Trusted
3796,2,7,0,1,1,7,7,1,3,4,0,1,1,7,9,18,Trusted
3797,2,7,0,1,1,7,7,1,3,4,0,1,1,7,9,18,Trusted
3798,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3799,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3800,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3801,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3802,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3803,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3804,2,15,0,0,1,24,17,1,3,12,0,8,2,12,22,44,Trusted
3805,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3806,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3807,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3808,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3809,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3810,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3811,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3812,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3813,2,0,0,0,0,2,5,1,5,0,0,0,0,5,5,9,Trusted
3814,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3815,2,42,3,5,5,94,38,1,3,32,3,7,8,25,55,147,Trusted
3816,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3817,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3818,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3819,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3820,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3821,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3822,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3823,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3824,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3825,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3826,2,10,0,0,0,7,8,1,3,10,0,0,5,8,13,17,Trusted
3827,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3828,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3829,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3830,2,5,0,0,1,4,7,1,5,3,0,0,1,7,8,14,Trusted
3831,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
3832,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3833,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3834,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3835,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3836,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3837,2,14,0,0,1,14,12,1,3,10,0,3,3,10,16,29,Trusted
3838,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3839,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3840,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3841,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3842,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3843,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3844,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3845,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3846,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
3847,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3848,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
3849,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3850,2,6,0,0,1,6,6,1,3,4,0,1,1,6,8,15,Trusted
3851,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3852,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3853,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3854,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3855,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3856,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3857,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3858,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3859,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3860,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3861,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3862,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3863,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3864,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3865,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3866,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3867,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3868,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3869,2,10,0,0,1,11,9,1,3,7,0,3,2,8,13,23,Trusted
3870,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3871,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3872,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3873,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3874,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3875,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3876,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3877,2,2,0,0,0,3,6,1,5,2,0,0,1,6,7,11,Trusted
3878,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3879,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3880,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3881,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3882,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3883,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3884,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3885,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3886,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3887,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3888,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3889,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3890,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3891,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3892,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3893,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3894,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3895,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3896,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3897,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3898,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3899,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3900,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3901,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3902,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3903,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3904,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3905,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3906,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3907,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3908,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3909,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3910,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3911,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3912,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3913,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3914,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3915,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3916,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3917,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3918,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3919,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3920,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3921,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3922,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3923,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3924,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3925,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3926,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3927,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3928,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3929,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3930,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3931,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3932,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3933,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3934,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3935,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3936,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3937,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3939,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3940,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3941,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3942,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3943,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3944,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3945,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3946,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3947,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3948,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3949,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3950,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3951,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3952,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3953,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3954,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3955,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3956,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3957,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3958,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3959,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3960,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3961,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3962,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3963,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3964,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3965,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3966,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3967,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3968,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3969,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3970,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3971,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3972,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3973,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3974,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3975,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3976,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3977,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3978,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3979,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3980,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3981,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3982,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3983,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3984,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3985,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3986,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3987,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3988,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3989,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3990,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3991,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3992,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3993,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
3994,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3995,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3996,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3997,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3998,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
3999,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4000,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4001,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4002,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4003,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4004,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4005,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4006,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4007,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4008,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4009,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4010,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4011,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4012,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4013,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4014,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4015,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4016,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4017,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4018,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4019,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4020,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4021,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4022,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4023,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4024,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4025,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4026,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4027,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4028,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4029,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4030,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4031,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4032,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4033,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4034,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4035,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4036,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4037,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4038,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4039,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4040,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4041,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4042,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4043,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4044,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4045,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4046,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4047,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4048,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4049,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4050,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4051,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4052,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4053,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4054,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4055,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4056,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4057,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4058,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4059,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4060,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4061,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4062,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4063,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4064,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4065,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4066,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4067,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4068,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4069,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4070,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4071,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4072,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4073,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4074,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4075,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4076,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4077,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4078,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4079,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4080,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4081,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
4082,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
4083,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4084,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4085,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4086,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
4087,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4088,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4089,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4090,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4091,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4092,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4093,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4094,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4095,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4096,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4097,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4098,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4099,2,12,0,0,1,16,12,1,3,10,0,5,2,11,18,31,Trusted
4100,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4101,2,10,0,0,0,7,8,1,3,10,0,0,5,8,13,17,Trusted
4102,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4103,2,13,0,0,1,8,9,1,3,10,0,0,5,8,13,20,Trusted
4104,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4105,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4106,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4107,2,15,0,1,3,23,15,1,3,10,4,3,1,13,21,44,Trusted
4108,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4109,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4110,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
