,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
3768,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3769,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3770,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3771,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
3772,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3773,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3774,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3775,7,10,1,9,6,2,10,3,1,6,10,20,Trusted
3776,16,2,0,2,16,2,4,0,2,2,4,21,Trusted
3777,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3778,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3779,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3780,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3781,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3782,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3783,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3784,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3785,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3786,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
3787,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3788,7,10,1,9,6,2,10,3,1,6,10,20,Trusted
3789,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3790,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3791,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3792,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3793,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3794,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3795,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3796,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3797,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3798,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3799,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3800,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3801,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3802,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3803,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3804,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3805,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3806,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3807,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3808,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3809,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3810,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
3811,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3812,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3813,8,9,1,9,6,2,9,3,1,5,9,20,Uncertain
3814,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3815,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3816,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3817,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3818,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3819,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3820,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3821,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3822,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3823,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3824,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3825,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3826,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3827,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3828,7,10,1,9,6,2,10,3,1,6,10,20,Trusted
3829,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3830,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3831,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
3832,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3833,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3834,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3835,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3836,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3837,3,6,1,4,4,2,7,0,3,4,7,12,Trusted
3838,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3839,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3840,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3841,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
3842,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3843,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3844,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3845,7,13,1,10,7,2,11,1,2,7,11,23,Trusted
3846,7,10,1,9,6,2,10,3,1,6,10,20,Trusted
3847,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3848,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3849,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3850,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3851,4,9,1,6,5,2,8,1,2,5,8,16,Trusted
3852,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3853,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3854,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3855,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3856,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3857,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3858,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3859,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3860,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3861,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3862,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3863,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3864,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3865,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3866,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3867,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3868,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3869,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3870,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3871,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3872,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
3873,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3874,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3875,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3876,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3877,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3878,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3879,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3880,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3881,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3882,18,6,0,8,17,2,13,0,7,7,14,28,Trusted
3883,7,5,1,4,7,2,6,0,3,3,6,15,Uncertain
3884,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3885,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3886,2,3,0,4,3,2,2,0,2,2,4,10,Uncertain
3887,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3888,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3889,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
3890,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3891,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3892,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3893,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3894,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3895,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3896,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3897,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3898,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
3899,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3900,6,5,1,3,7,2,5,0,2,3,5,14,Trusted
3901,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
3902,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3903,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3904,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3905,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3906,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3907,20,5,1,4,21,2,6,0,3,4,7,29,Uncertain
3908,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
3909,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3910,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3911,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3912,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3913,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3914,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3915,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3916,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3917,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
3918,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3919,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
3920,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3921,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3922,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3923,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3924,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3925,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
3926,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3927,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3928,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
3929,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3930,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3931,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3932,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
3933,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3934,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3935,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3936,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3937,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3938,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3939,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3940,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3941,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3942,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3943,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3944,4,4,0,4,4,2,8,0,4,4,8,11,Trusted
3945,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3946,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3947,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3948,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3949,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3950,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
3951,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3952,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3953,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
3954,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3955,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3956,7,10,1,9,6,2,10,1,2,6,10,20,Trusted
3957,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3958,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3959,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3960,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3961,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3962,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
3963,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
3964,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3965,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3966,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3967,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3968,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3969,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3970,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3971,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3972,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3973,6,7,1,7,5,2,10,2,2,6,10,16,Trusted
3974,4,1,0,1,4,2,2,0,1,1,2,8,Trusted
3975,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3976,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3977,7,10,1,9,6,2,10,1,2,6,10,20,Trusted
3978,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3979,7,10,1,9,6,2,11,1,2,7,11,20,Trusted
3980,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3981,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3982,4,7,1,5,5,2,9,0,4,5,9,14,Trusted
3983,8,7,1,9,5,2,10,3,2,5,10,18,Trusted
3984,4,2,0,2,4,2,5,0,2,3,5,9,Trusted
3985,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3986,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
3987,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
3988,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
3989,6,10,1,8,6,2,10,2,2,6,10,19,Trusted
3990,7,10,1,9,6,2,10,1,2,6,10,20,Trusted
3991,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3992,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
3993,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3994,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3995,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3996,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3997,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3998,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
3999,5,5,1,4,5,2,5,1,1,3,5,13,Trusted
4000,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4001,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4002,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4003,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4004,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4005,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4006,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4007,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4008,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4009,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4010,5,5,1,4,5,2,6,1,1,4,6,13,Trusted
4011,5,5,1,4,5,2,5,1,1,3,5,13,Trusted
4012,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4013,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4014,5,5,1,4,5,2,5,1,1,3,5,13,Trusted
4015,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4016,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4017,6,2,0,3,5,2,5,0,3,2,5,11,Trusted
4018,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4019,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4020,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4021,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4022,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4023,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4024,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4025,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4026,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4027,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4028,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4029,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4030,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4031,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4032,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4033,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4034,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4035,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4036,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4037,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4038,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4039,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4040,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4041,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4042,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4043,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4044,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4045,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4046,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4047,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4048,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4049,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4050,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4051,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4052,6,6,1,4,7,2,7,0,3,4,7,15,Trusted
4053,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4054,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4055,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4056,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4057,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4058,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4059,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4060,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4061,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
4062,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4063,5,8,1,5,6,2,6,1,1,4,6,16,Trusted
4064,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4065,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4066,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4067,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4068,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4069,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4070,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
4071,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4072,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4073,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4074,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4075,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4076,2,3,0,3,2,2,2,0,1,1,2,8,Uncertain
4077,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4078,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4079,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4080,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4081,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4082,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4083,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4084,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4085,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4086,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4087,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4088,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4089,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4090,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
4091,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4092,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4093,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4094,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4095,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4096,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4097,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4098,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4099,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4100,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4101,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4102,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4103,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4104,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4105,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4106,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4107,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4108,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4109,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4110,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4111,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4112,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4113,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4114,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4115,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4116,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4117,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4118,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4119,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4120,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4121,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4122,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4123,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4124,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4125,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4126,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4127,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4128,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4129,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4130,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4131,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4132,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4133,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4134,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4135,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4136,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4137,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4138,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4139,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4140,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4141,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4142,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4143,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4144,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4145,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4146,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4147,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4148,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4149,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4150,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4151,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4152,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4153,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4154,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4155,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4156,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4157,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4158,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4159,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4160,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4161,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4162,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
4163,4,5,1,3,5,2,5,0,2,3,5,12,Trusted
4164,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4165,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4166,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4167,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4168,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4169,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4170,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4171,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4172,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4173,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4174,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4175,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4176,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4177,4,2,0,2,4,2,4,0,2,2,4,9,Trusted
4178,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4179,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4180,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
4181,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4182,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4183,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4184,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
4185,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4186,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4187,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4188,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4189,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
4190,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4191,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4192,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4193,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
4194,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
